matricula,codigo,disciplina,periodo,ano,curriculo,ch,nota,frequencia,status,tipo,observacao,natureza,situacaoDiscente,nomeTuma,codigoCurriculoSie
218,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,82,97,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC5,21A
219,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,85,100,Aprovado,TURMA,,Obrigatória,Registro ativo,ERE 2 - B,21A
220,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,100,100,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
221,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,70,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
222,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,78,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
223,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,78,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
224,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,51,100,Aprovado,TURMA,,-,Registro ativo,D,21A
224,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
225,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,69,90,Aprovado,TURMA,,-,Evasão,D,21A
225,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
226,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,27,100,R-nota,TURMA,,-,Registro ativo,A,21A
226,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Não,60,95,96,Aprovado,TURMA,,-,Registro ativo,A,21A
226,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
227,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2020,Sim,60,73,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
227,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,100,Cancelado,TURMA,,Obrigatória,Registro ativo,B,21A
228,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,61,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC2,21A
229,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,87,96,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
230,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,75,100,Aprovado,TURMA,,Obrigatória,Evasão,,21A
231,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,87,93,Aprovado,TURMA,,Obrigatória,Conclusão formatura,D,21A
232,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,99,100,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
233,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,81,100,Aprovado,TURMA,,Obrigatória,Registro ativo,ERE 2 - A,21A
234,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,5,100,R-nota,TURMA,,Obrigatória,Trancamento,D,21A
234,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,75,100,Aprovado,TURMA,,Obrigatória,Trancamento,A,21A
235,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,75,100,Aprovado,TURMA,,Obrigatória,Evasão,,21A
236,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,100,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
237,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,37,100,R-nota,TURMA,,-,Registro ativo,B,21A
237,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Não,60,80,100,Aprovado,TURMA,,-,Registro ativo,A,21A
237,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
238,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,80,94,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC4,21A
239,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,0,0,Aprovado,EQUIVALENCIA,,-,Registro ativo,,21A
239,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
240,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,91,96,Aprovado,TURMA,,-,Trancamento,D,21A
240,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Trancamento,,21A
241,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,11,100,R-nota,TURMA,,Obrigatória,Registro ativo,BCC3,21A
241,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2022,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
242,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
243,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,27,100,R-nota,TURMA,,-,Registro ativo,B,21A
243,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Não,60,70,93,Aprovado,TURMA,,-,Registro ativo,A,21A
243,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
244,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,31,100,R-nota,TURMA,,Obrigatória,Registro ativo,A,21A
244,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Sim,60,80,83,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
245,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,53,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
246,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2013,Sim,60,89,100,Aprovado,TURMA,,Obrigatória,Conclusão formatura,A,21A
247,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,5,94,R-nota,TURMA,,Obrigatória,Evasão,C,21A
247,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,0,100,R-nota,TURMA,,Obrigatória,Evasão,A,21A
248,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Não,60,58,96,Aprovado,TURMA,,-,Registro ativo,C,21A
248,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
249,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Registro ativo,A,21A
249,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,90,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
250,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,92,83,Aprovado,TURMA,,-,Registro ativo,D,21A
250,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
251,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,13,75,R-nota,TURMA,,Obrigatória,Registro ativo,B,21A
251,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,93,94,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
252,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
253,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,78,96,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
254,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,73,100,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
255,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2013,Sim,60,35,100,R-nota,TURMA,,Obrigatória,Evasão,B,21A
255,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2013,Sim,60,60,90,Aprovado,TURMA,,Obrigatória,Evasão,B,21A
256,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,73,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
257,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,70,100,Aprovado,TURMA,,-,Registro ativo,D,21A
257,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
258,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,90,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC4,21A
259,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,70,93,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
260,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,70,90,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
261,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,50,90,Aprovado,TURMA,,-,Evasão,,21A
261,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
262,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,97,93,Aprovado,TURMA,,-,Trancamento,A,21A
262,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Trancamento,,21A
263,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,71,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC5,21A
264,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,87,90,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
265,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,67,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
266,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,98,100,Aprovado,TURMA,,-,Registro ativo,B,21A
266,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
267,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,21,96,R-nota,TURMA,,Obrigatória,Registro ativo,A,21A
267,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2019,Sim,60,75,90,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
268,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,79,100,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
269,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,52,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
270,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,R-freq,TURMA,,Obrigatória,Evasão,ERE 2 - C,21A
271,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,96,96,Aprovado,TURMA,,Obrigatória,Conclusão formatura,,21A
272,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,50,93,Aprovado,TURMA,,Obrigatória,Evasão,B,21A
273,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2013,Sim,60,53,96,Aprovado,TURMA,,Obrigatória,Evasão,,21A
274,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2020,Sim,60,1,20,R-freq,TURMA,,Obrigatória,Evasão,A,21A
274,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Evasão,ERE 2 - C,21A
275,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,85,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
276,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Trancamento,E,21A
276,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,31,87,R-nota,TURMA,,Obrigatória,Trancamento,B,21A
276,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Trancamento,BCC2,21A
277,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,72,100,Aprovado,TURMA,,Obrigatória,Evasão,E,21A
278,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,21,100,R-nota,TURMA,,Obrigatória,Registro ativo,BCC1,21A
278,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2022,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
279,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2014,Sim,60,0,100,Cancelado,TURMA,,Obrigatória,Conclusão formatura,A,21A
279,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,10,93,R-nota,TURMA,,Obrigatória,Conclusão formatura,C,21A
279,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2015,Sim,60,70,75,Aprovado,TURMA,,Obrigatória,Conclusão formatura,A,21A
280,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,71,90,Aprovado,TURMA,,Obrigatória,Trancamento,A,21A
281,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,64,96,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
282,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,94,100,Aprovado,TURMA,,-,Registro ativo,A,21A
282,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
283,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2020,Sim,60,50,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
283,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,100,Cancelado,TURMA,,Obrigatória,Registro ativo,A,21A
284,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Conclusão formatura,,21A
285,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,29,96,R-nota,TURMA,,-,Registro ativo,A,21A
285,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Não,60,28,93,R-nota,TURMA,,-,Registro ativo,B,21A
285,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,76,93,Aprovado,TURMA,,-,Registro ativo,C,21A
285,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
286,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,54,93,Aprovado,TURMA,,Obrigatória,Evasão,,21A
287,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,50,100,Aprovado,TURMA,,Obrigatória,Conclusão formatura,,21A
288,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,35,90,R-nota,TURMA,,-,Registro ativo,D,21A
288,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Não,60,70,86,Aprovado,TURMA,,-,Registro ativo,B,21A
288,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
289,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,32,83,R-nota,TURMA,,Obrigatória,Trancamento,D,21A
289,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2019,Sim,60,79,86,Aprovado,TURMA,,Obrigatória,Trancamento,A,21A
290,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Não,60,77,96,Aprovado,TURMA,,-,Conclusão formatura,D,21A
290,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Conclusão formatura,,21A
291,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,95,100,Aprovado,TURMA,,Obrigatória,Trancamento,B,21A
292,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Não,60,75,100,Aprovado,TURMA,,-,Conclusão formatura,,21A
292,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Conclusão formatura,,21A
293,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,74,93,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
294,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,70,96,Aprovado,TURMA,,-,Evasão,,21A
294,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
295,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,93,96,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
296,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Não,60,71,100,Aprovado,TURMA,,-,Conclusão formatura,A,21A
296,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Conclusão formatura,,21A
297,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,88,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
298,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,88,96,Aprovado,TURMA,,-,Registro ativo,A,21A
298,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
299,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,55,96,Aprovado,TURMA,,Obrigatória,Registro ativo,L,21A
300,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,83,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
301,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,3,93,R-nota,TURMA,,-,Evasão,D,21A
301,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Não,60,35,93,R-nota,TURMA,,-,Evasão,A,21A
301,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,51,96,Aprovado,TURMA,,-,Evasão,C,21A
301,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
302,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,27,90,R-nota,TURMA,,Obrigatória,Registro ativo,A,21A
302,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2019,Sim,60,90,80,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
303,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,87,96,Aprovado,TURMA,,-,Registro ativo,B,21A
303,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
304,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,98,90,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
305,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,70,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
306,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2020,Sim,60,90,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
306,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Registro ativo,ERE 2 - C,21A
307,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,82,96,Aprovado,TURMA,,Obrigatória,Conclusão formatura,D,21A
308,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,62,86,Aprovado,TURMA,,Obrigatória,Registro ativo,L,21A
309,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
310,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,92,100,Aprovado,TURMA,,Obrigatória,Registro ativo,ERE 2 - A,21A
311,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,5,25,R-freq,TURMA,,Obrigatória,Registro ativo,BCC2,21A
311,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2022,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
312,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,74,R-freq,TURMA,,Obrigatória,Evasão,C,21A
313,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,100,93,Aprovado,TURMA,,-,Evasão,,21A
313,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
314,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,60,100,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
315,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,71,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
316,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,29,100,R-nota,TURMA,,-,Registro ativo,A,21A
316,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Não,60,72,86,Aprovado,TURMA,,-,Registro ativo,B,21A
316,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
317,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,80,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
318,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,74,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC3,21A
319,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,19,100,R-nota,TURMA,,-,Evasão,,21A
319,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Não,60,75,96,Aprovado,TURMA,,-,Evasão,,21A
319,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
320,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,93,93,Aprovado,TURMA,B,Obrigatória,Evasão,,21A
321,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,70,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
322,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,10,96,R-nota,TURMA,,-,Evasão,,21A
322,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Não,60,50,86,Aprovado,TURMA,,-,Evasão,,21A
322,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
323,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,38,100,R-nota,TURMA,,-,Registro ativo,D,21A
323,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Não,60,95,100,Aprovado,TURMA,,-,Registro ativo,A,21A
323,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
324,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,76,96,Aprovado,TURMA,,Obrigatória,Conclusão formatura,A,21A
325,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Registro ativo,B,21A
325,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,85,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
326,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,69,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC4,21A
327,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,75,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
328,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,90,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC5,21A
329,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,51,100,Aprovado,TURMA,,Obrigatória,Conclusão formatura,A,21A
330,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,70,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
331,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
332,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,71,100,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
